ID,marital,education,job,default
33309,single,professional.course,admin.,no
33310,married,basic.9y,blue-collar,
33311,married,basic.4y,blue-collar,no
33312,married,basic.6y,technician,
33313,married,basic.9y,blue-collar,no
33314,divorced,basic.9y,blue-collar,
33315,,basic.9y,blue-collar,no
33316,divorced,basic.9y,blue-collar,no
33317,married,high.school,management,
33318,divorced,university.degree,admin.,no
33319,married,basic.9y,blue-collar,no
33320,married,high.school,blue-collar,no
33321,single,professional.course,technician,no
33322,married,basic.4y,blue-collar,no
33323,married,high.school,services,no
33324,single,professional.course,technician,no
33325,single,professional.course,technician,no
33326,single,university.degree,technician,no
33327,single,professional.course,technician,no
33328,single,professional.course,technician,no
33329,single,professional.course,technician,no
33330,married,university.degree,services,
33331,single,university.degree,technician,no
33332,married,high.school,technician,no
33333,single,basic.4y,blue-collar,no
33334,married,university.degree,admin.,no
33335,single,basic.4y,blue-collar,no
33336,married,high.school,admin.,no
33337,single,basic.9y,blue-collar,no
33338,single,basic.4y,blue-collar,no
33339,single,basic.9y,services,
33340,married,high.school,admin.,no
33341,divorced,professional.course,technician,no
33342,married,basic.4y,blue-collar,no
33343,married,high.school,unemployed,
33344,divorced,basic.9y,entrepreneur,no
33345,single,professional.course,technician,
33346,married,high.school,admin.,
33347,married,basic.9y,blue-collar,no
33348,married,basic.9y,blue-collar,
33349,married,basic.9y,housemaid,no
33350,single,professional.course,technician,no
33351,divorced,basic.6y,services,no
33352,married,basic.9y,blue-collar,
33353,,high.school,services,no
33354,married,basic.9y,management,no
33355,single,basic.9y,blue-collar,no
33356,married,high.school,blue-collar,no
33357,married,basic.9y,services,no
33358,single,university.degree,technician,no
33359,married,basic.9y,management,no
33360,divorced,high.school,technician,no
33361,divorced,high.school,technician,no
33362,divorced,high.school,technician,no
33363,married,basic.9y,blue-collar,
33364,single,basic.4y,blue-collar,no
33365,divorced,basic.4y,blue-collar,
33366,married,professional.course,services,no
33367,married,basic.4y,blue-collar,no
33368,single,university.degree,management,no
33369,single,basic.6y,blue-collar,no
33370,married,basic.4y,blue-collar,no
33371,married,basic.6y,blue-collar,
33372,single,basic.9y,blue-collar,no
33373,married,university.degree,admin.,no
33374,married,university.degree,entrepreneur,no
33375,single,basic.9y,admin.,no
33376,married,basic.4y,blue-collar,no
33377,single,high.school,blue-collar,
33378,married,university.degree,management,no
33379,married,professional.course,unemployed,no
33380,single,high.school,services,no
33381,single,basic.9y,admin.,no
33382,married,basic.9y,blue-collar,no
33383,divorced,professional.course,retired,no
33384,married,high.school,services,
33385,married,high.school,admin.,
33386,single,basic.9y,admin.,no
33387,married,basic.9y,blue-collar,no
33388,married,high.school,blue-collar,no
33389,single,basic.9y,blue-collar,no
33390,married,basic.4y,blue-collar,no
33391,married,basic.6y,management,
33392,married,high.school,admin.,
33393,married,high.school,admin.,no
33394,married,basic.4y,blue-collar,no
33395,married,basic.9y,blue-collar,
33396,single,professional.course,technician,no
33397,single,basic.4y,blue-collar,no
33398,single,professional.course,technician,no
33399,married,basic.9y,blue-collar,no
33400,divorced,high.school,services,no
33401,married,high.school,admin.,no
33402,divorced,basic.6y,housemaid,
33403,single,basic.6y,blue-collar,
33404,single,university.degree,technician,no
33405,single,university.degree,technician,no
33406,single,basic.6y,blue-collar,no
33407,single,university.degree,technician,no
33408,married,basic.9y,services,no
33409,married,university.degree,self-employed,no
33410,single,university.degree,admin.,no
33411,married,high.school,unemployed,no
33412,single,basic.9y,blue-collar,no
33413,married,basic.6y,blue-collar,no
33414,single,university.degree,technician,no
33415,married,basic.9y,blue-collar,no
33416,married,basic.9y,management,no
33417,single,university.degree,admin.,no
33418,married,basic.9y,blue-collar,no
33419,married,basic.9y,blue-collar,no
33420,single,university.degree,admin.,no
33421,married,basic.6y,housemaid,no
33422,married,basic.6y,services,no
33423,single,high.school,admin.,no
33424,single,basic.4y,blue-collar,no
33425,single,basic.9y,admin.,no
33426,single,high.school,admin.,no
33427,married,basic.4y,retired,
33428,married,basic.4y,retired,
33429,single,basic.9y,technician,no
33430,single,basic.9y,services,
33431,married,university.degree,technician,no
33432,married,university.degree,technician,no
33433,single,basic.9y,technician,no
33434,single,university.degree,technician,no
33435,single,basic.9y,blue-collar,no
33436,single,university.degree,admin.,no
33437,married,high.school,services,no
33438,single,high.school,technician,no
33439,single,high.school,admin.,no
33440,single,high.school,admin.,
33441,divorced,professional.course,technician,no
33442,divorced,professional.course,technician,no
33443,single,high.school,admin.,no
33444,married,high.school,admin.,
33445,single,university.degree,admin.,no
33446,married,basic.4y,housemaid,
33447,married,basic.9y,blue-collar,no
33448,married,basic.6y,blue-collar,no
33449,single,professional.course,technician,no
33450,single,professional.course,technician,no
33451,married,basic.6y,blue-collar,
33452,married,university.degree,admin.,no
33453,married,basic.9y,blue-collar,
33454,married,basic.9y,management,no
33455,married,basic.4y,blue-collar,
33456,married,basic.6y,blue-collar,
33457,married,university.degree,entrepreneur,no
33458,single,high.school,services,no
33459,single,university.degree,technician,no
33460,single,basic.9y,technician,no
33461,married,basic.9y,self-employed,no
33462,single,university.degree,technician,no
33463,single,professional.course,technician,no
33464,married,basic.9y,blue-collar,no
33465,divorced,university.degree,admin.,no
33466,married,basic.9y,blue-collar,no
33467,single,high.school,admin.,no
33468,single,basic.9y,blue-collar,no
33469,single,basic.9y,admin.,no
33470,single,university.degree,admin.,no
33471,married,basic.9y,blue-collar,
33472,married,professional.course,unemployed,no
33473,married,high.school,admin.,no
33474,single,high.school,student,no
33475,single,professional.course,technician,no
33476,married,professional.course,technician,no
33477,married,basic.4y,blue-collar,no
33478,married,basic.9y,blue-collar,no
33479,married,basic.9y,blue-collar,
33480,married,basic.6y,blue-collar,no
33481,single,university.degree,management,no
33482,single,basic.9y,blue-collar,no
33483,married,basic.9y,blue-collar,no
33484,single,high.school,services,no
33485,single,professional.course,technician,no
33486,married,professional.course,technician,no
33487,single,university.degree,management,
33488,divorced,high.school,admin.,no
33489,married,basic.6y,blue-collar,
33490,married,professional.course,technician,no
33491,married,university.degree,admin.,no
33492,married,basic.4y,blue-collar,no
33493,divorced,professional.course,technician,no
33494,single,high.school,admin.,
33495,married,basic.6y,services,no
33496,single,high.school,services,no
33497,married,basic.6y,blue-collar,
33498,married,basic.4y,blue-collar,no
33499,married,high.school,admin.,no
33500,married,professional.course,technician,no
33501,married,basic.4y,blue-collar,no
33502,married,basic.6y,blue-collar,no
33503,married,high.school,services,no
33504,single,professional.course,technician,no
33505,divorced,professional.course,technician,no
33506,single,university.degree,technician,no
33507,married,high.school,services,no
33508,single,university.degree,admin.,no
33509,single,high.school,blue-collar,no
33510,married,basic.9y,blue-collar,no
33511,single,high.school,services,no
33512,married,basic.6y,blue-collar,no
33513,single,basic.4y,blue-collar,no
33514,divorced,basic.4y,blue-collar,no
33515,single,university.degree,student,no
33516,single,university.degree,technician,no
33517,single,high.school,services,no
33518,single,university.degree,technician,
33519,single,high.school,housemaid,no
33520,married,high.school,admin.,no
33521,married,high.school,blue-collar,no
33522,single,university.degree,student,
33523,divorced,basic.6y,housemaid,
33524,married,,blue-collar,no
33525,single,university.degree,blue-collar,no
33526,married,high.school,entrepreneur,no
33527,divorced,university.degree,admin.,no
33528,married,basic.4y,blue-collar,no
33529,married,basic.6y,services,no
33530,married,basic.9y,blue-collar,no
33531,single,high.school,services,no
33532,divorced,basic.9y,retired,no
33533,divorced,basic.9y,services,no
33534,single,university.degree,management,no
33535,single,high.school,services,no
33536,married,basic.9y,blue-collar,no
33537,divorced,high.school,services,no
33538,single,university.degree,student,
33539,married,high.school,services,no
33540,single,university.degree,technician,no
33541,single,professional.course,blue-collar,no
33542,married,professional.course,self-employed,no
33543,married,university.degree,admin.,no
33544,single,high.school,technician,no
33545,married,university.degree,management,no
33546,single,high.school,technician,no
33547,divorced,high.school,technician,no
33548,divorced,basic.6y,services,no
33549,single,professional.course,management,no
33550,married,professional.course,technician,no
33551,married,basic.9y,admin.,
33552,married,basic.9y,blue-collar,no
33553,married,professional.course,technician,no
33554,divorced,high.school,admin.,no
33555,divorced,basic.4y,blue-collar,
33556,single,university.degree,admin.,no
33557,single,high.school,services,no
33558,single,high.school,admin.,no
33559,married,high.school,management,
33560,married,basic.9y,blue-collar,
33561,married,basic.4y,blue-collar,no
33562,divorced,university.degree,admin.,no
33563,single,high.school,admin.,no
33564,married,high.school,services,no
33565,married,university.degree,entrepreneur,no
33566,single,professional.course,technician,no
33567,divorced,basic.9y,services,no
33568,married,basic.4y,blue-collar,no
33569,single,professional.course,technician,no
33570,divorced,high.school,admin.,no
33571,married,professional.course,technician,no
33572,married,basic.4y,blue-collar,no
33573,married,high.school,admin.,no
33574,single,university.degree,self-employed,no
33575,divorced,university.degree,admin.,
33576,married,basic.9y,technician,no
33577,married,high.school,blue-collar,no
33578,single,professional.course,blue-collar,no
33579,married,basic.9y,management,
33580,married,high.school,unemployed,
33581,single,professional.course,technician,no
33582,single,high.school,admin.,no
33583,divorced,basic.6y,services,no
33584,married,basic.4y,self-employed,no
33585,married,high.school,services,
33586,single,basic.4y,blue-collar,no
33587,married,basic.6y,blue-collar,no
33588,married,basic.6y,technician,
33589,married,high.school,admin.,no
33590,married,professional.course,technician,no
33591,divorced,university.degree,admin.,no
33592,single,university.degree,admin.,no
33593,married,high.school,blue-collar,no
33594,divorced,high.school,self-employed,no
33595,married,basic.9y,blue-collar,no
33596,married,high.school,technician,
33597,married,university.degree,admin.,no
33598,married,high.school,admin.,no
33599,single,high.school,services,no
33600,married,basic.4y,blue-collar,no
33601,married,basic.4y,blue-collar,no
33602,married,high.school,services,no
33603,married,basic.9y,self-employed,no
33604,divorced,,student,no
33605,married,basic.9y,blue-collar,
33606,single,basic.9y,blue-collar,no
33607,married,basic.9y,blue-collar,no
33608,single,university.degree,student,no
33609,married,basic.6y,blue-collar,no
33610,single,high.school,admin.,no
33611,single,high.school,blue-collar,no
33612,divorced,basic.9y,blue-collar,no
33613,married,high.school,admin.,no
33614,married,high.school,technician,
33615,married,basic.4y,technician,no
33616,divorced,university.degree,admin.,
33617,married,university.degree,entrepreneur,no
33618,single,basic.6y,services,no
33619,divorced,university.degree,admin.,
33620,single,professional.course,technician,no
33621,married,basic.4y,blue-collar,no
33622,single,basic.9y,blue-collar,no
33623,single,high.school,technician,no
33624,single,high.school,student,no
33625,married,basic.9y,admin.,
33626,single,high.school,admin.,no
33627,married,basic.6y,blue-collar,
33628,married,high.school,admin.,no
33629,single,high.school,student,no
33630,single,university.degree,blue-collar,no
33631,married,basic.4y,management,no
33632,single,basic.9y,blue-collar,no
33633,single,university.degree,technician,no
33634,married,basic.9y,self-employed,no
33635,married,high.school,services,no
33636,divorced,basic.9y,management,no
33637,married,high.school,services,no
33638,divorced,basic.6y,services,
33639,divorced,basic.4y,blue-collar,
33640,single,basic.9y,blue-collar,no
33641,divorced,basic.9y,blue-collar,no
33642,married,basic.4y,admin.,
33643,married,basic.9y,housemaid,no
33644,married,basic.4y,blue-collar,
33645,single,high.school,admin.,no
33646,married,basic.6y,blue-collar,
33647,divorced,basic.6y,services,
33648,divorced,basic.9y,self-employed,no
33649,divorced,basic.9y,blue-collar,
33650,single,,blue-collar,no
33651,married,high.school,services,no
33652,divorced,basic.9y,blue-collar,
33653,married,high.school,admin.,no
33654,married,basic.9y,self-employed,no
33655,married,high.school,admin.,no
33656,married,basic.9y,blue-collar,
33657,single,high.school,student,no
33658,married,basic.9y,blue-collar,no
33659,married,basic.9y,blue-collar,
33660,single,basic.6y,blue-collar,no
33661,single,basic.9y,blue-collar,no
33662,divorced,university.degree,admin.,
33663,divorced,basic.4y,blue-collar,
33664,married,basic.9y,services,
33665,married,basic.9y,blue-collar,
33666,single,professional.course,self-employed,no
33667,married,basic.9y,blue-collar,no
33668,single,basic.9y,blue-collar,no
33669,divorced,basic.9y,blue-collar,no
33670,married,professional.course,technician,no
33671,single,professional.course,technician,no
33672,divorced,basic.9y,blue-collar,no
33673,married,high.school,blue-collar,no
33674,married,basic.4y,blue-collar,no
33675,married,basic.6y,blue-collar,no
33676,single,high.school,blue-collar,no
33677,single,university.degree,technician,no
33678,single,high.school,student,no
33679,married,high.school,blue-collar,no
33680,married,high.school,services,no
33681,divorced,basic.9y,blue-collar,no
33682,single,basic.6y,blue-collar,
33683,married,basic.9y,blue-collar,no
33684,married,high.school,blue-collar,no
33685,married,university.degree,admin.,no
33686,married,high.school,admin.,no
33687,married,basic.9y,blue-collar,no
33688,married,university.degree,admin.,no
33689,single,basic.9y,blue-collar,no
33690,married,basic.4y,blue-collar,
33691,divorced,university.degree,admin.,no
33692,single,basic.9y,blue-collar,no
33693,single,high.school,self-employed,no
33694,married,basic.9y,technician,no
33695,married,high.school,admin.,no
33696,single,high.school,self-employed,no
33697,married,high.school,services,no
33698,single,basic.9y,blue-collar,
33699,married,basic.9y,technician,no
33700,married,high.school,blue-collar,no
33701,married,professional.course,technician,no
33702,single,high.school,admin.,no
33703,divorced,basic.9y,blue-collar,no
33704,single,high.school,technician,no
33705,single,basic.9y,admin.,no
33706,married,high.school,management,no
33707,married,basic.9y,self-employed,no
33708,married,basic.4y,admin.,no
33709,married,basic.9y,blue-collar,no
33710,married,basic.4y,blue-collar,no
33711,married,basic.9y,blue-collar,no
33712,single,basic.9y,blue-collar,
33713,single,high.school,student,no
33714,divorced,university.degree,retired,no
33715,single,basic.9y,blue-collar,no
33716,married,university.degree,admin.,no
33717,single,university.degree,unemployed,no
33718,single,high.school,admin.,no
33719,divorced,basic.4y,retired,
33720,married,high.school,admin.,no
33721,single,basic.9y,blue-collar,
33722,single,high.school,services,no
33723,married,university.degree,admin.,no
33724,married,high.school,services,no
33725,single,basic.6y,services,
33726,single,university.degree,admin.,no
33727,single,high.school,self-employed,
33728,single,high.school,technician,no
33729,single,professional.course,technician,no
33730,married,basic.6y,blue-collar,
33731,single,high.school,blue-collar,no
33732,divorced,high.school,services,no
33733,divorced,basic.9y,admin.,no
33734,married,professional.course,technician,
33735,divorced,professional.course,technician,no
33736,married,basic.9y,self-employed,no
33737,married,basic.9y,unemployed,no
33738,married,basic.4y,blue-collar,
33739,married,basic.6y,blue-collar,
33740,married,university.degree,management,no
33741,divorced,university.degree,admin.,no
33742,single,high.school,admin.,no
33743,married,basic.4y,blue-collar,no
33744,divorced,basic.6y,blue-collar,no
33745,married,professional.course,technician,no
33746,married,basic.9y,unemployed,no
33747,single,high.school,blue-collar,no
33748,single,basic.9y,blue-collar,no
33749,single,high.school,admin.,no
33750,married,basic.4y,blue-collar,
33751,married,basic.9y,services,no
33752,married,university.degree,entrepreneur,no
33753,divorced,university.degree,admin.,no
33754,married,high.school,blue-collar,no
33755,single,university.degree,admin.,no
33756,married,basic.6y,blue-collar,no
33757,married,university.degree,management,no
33758,married,basic.9y,blue-collar,no
33759,single,high.school,student,no
33760,married,high.school,blue-collar,no
33761,married,basic.6y,blue-collar,
33762,married,high.school,services,
33763,single,high.school,services,no
33764,single,university.degree,technician,no
33765,single,basic.4y,blue-collar,no
33766,single,university.degree,management,no
33767,divorced,high.school,admin.,no
33768,single,high.school,admin.,no
33769,married,university.degree,management,no
33770,married,basic.4y,housemaid,no
33771,married,university.degree,admin.,no
33772,married,university.degree,management,no
33773,single,high.school,student,no
33774,single,professional.course,technician,no
33775,single,high.school,housemaid,no
33776,single,basic.6y,services,no
33777,divorced,high.school,admin.,no
33778,divorced,high.school,admin.,no
33779,married,basic.9y,blue-collar,
33780,married,high.school,blue-collar,no
33781,single,basic.6y,services,
33782,married,high.school,services,no
33783,single,high.school,admin.,no
33784,single,high.school,admin.,no
33785,married,university.degree,admin.,no
33786,single,high.school,admin.,no
33787,married,basic.9y,blue-collar,
33788,single,basic.9y,admin.,no
33789,married,basic.9y,admin.,no
33790,single,university.degree,blue-collar,
33791,married,university.degree,admin.,no
33792,single,high.school,student,no
33793,single,basic.6y,services,no
33794,married,university.degree,admin.,no
33795,married,university.degree,management,no
33796,single,high.school,blue-collar,no
33797,single,high.school,services,no
33798,single,professional.course,technician,no
33799,married,high.school,services,no
33800,married,university.degree,entrepreneur,no
33801,single,basic.6y,services,
33802,single,university.degree,technician,no
33803,married,basic.9y,admin.,no
33804,married,basic.9y,self-employed,no
33805,married,basic.9y,blue-collar,no
33806,single,university.degree,blue-collar,no
33807,married,basic.4y,blue-collar,no
33808,married,high.school,admin.,no
33809,divorced,high.school,admin.,no
33810,married,high.school,admin.,
33811,married,basic.9y,technician,no
33812,married,university.degree,admin.,no
33813,single,high.school,blue-collar,no
33814,married,basic.6y,blue-collar,no
33815,divorced,basic.6y,blue-collar,
33816,married,basic.6y,blue-collar,no
33817,divorced,professional.course,technician,no
33818,divorced,basic.6y,blue-collar,
33819,divorced,basic.6y,blue-collar,
33820,married,basic.4y,retired,
33821,married,basic.4y,blue-collar,no
33822,married,basic.4y,blue-collar,
33823,married,university.degree,entrepreneur,no
33824,married,basic.4y,blue-collar,no
33825,divorced,professional.course,technician,no
33826,married,basic.9y,self-employed,no
33827,married,basic.9y,blue-collar,
33828,single,basic.6y,services,no
33829,divorced,professional.course,technician,no
33830,married,basic.9y,blue-collar,
33831,married,basic.4y,blue-collar,no
33832,divorced,basic.9y,admin.,no
33833,married,basic.9y,blue-collar,
33834,married,university.degree,technician,no
33835,single,high.school,admin.,no
33836,married,professional.course,blue-collar,no
33837,single,university.degree,management,no
33838,single,high.school,services,no
33839,married,basic.9y,unemployed,no
33840,single,basic.9y,blue-collar,no
33841,married,basic.4y,blue-collar,
33842,single,basic.9y,blue-collar,no
33843,divorced,basic.9y,blue-collar,no
33844,married,basic.4y,blue-collar,
33845,single,high.school,services,no
33846,single,professional.course,services,no
33847,married,basic.9y,blue-collar,no
33848,married,basic.9y,self-employed,no
33849,single,basic.9y,blue-collar,no
33850,single,basic.6y,services,no
33851,single,basic.9y,admin.,no
33852,single,university.degree,admin.,
33853,single,high.school,services,no
33854,divorced,basic.9y,admin.,no
33855,single,basic.9y,blue-collar,no
33856,single,basic.9y,blue-collar,no
33857,single,basic.6y,blue-collar,
33858,single,high.school,blue-collar,no
33859,married,high.school,services,no
33860,single,basic.9y,blue-collar,no
33861,married,professional.course,services,no
33862,divorced,high.school,admin.,no
33863,married,university.degree,admin.,no
33864,married,basic.9y,blue-collar,no
33865,single,high.school,admin.,no
33866,married,,entrepreneur,no
33867,married,university.degree,management,no
33868,divorced,,admin.,no
33869,single,high.school,admin.,no
33870,single,university.degree,admin.,no
33871,married,professional.course,technician,no
33872,single,,technician,no
33873,single,high.school,student,no
33874,divorced,basic.9y,blue-collar,no
33875,married,basic.9y,blue-collar,no
33876,single,high.school,services,no
33877,divorced,basic.6y,services,
33878,single,basic.9y,blue-collar,no
33879,married,basic.9y,blue-collar,
33880,divorced,high.school,technician,no
33881,married,basic.9y,blue-collar,no
33882,single,university.degree,admin.,no
33883,divorced,basic.9y,blue-collar,no
33884,married,high.school,admin.,no
33885,single,professional.course,technician,no
33886,married,basic.4y,blue-collar,no
33887,single,professional.course,technician,no
33888,single,university.degree,admin.,no
33889,married,professional.course,blue-collar,
33890,married,high.school,admin.,no
33891,married,basic.4y,management,no
33892,married,basic.4y,blue-collar,no
33893,single,basic.9y,blue-collar,no
33894,single,basic.9y,blue-collar,
33895,married,basic.9y,blue-collar,no
33896,married,basic.9y,blue-collar,no
33897,single,basic.9y,admin.,no
33898,single,high.school,services,no
33899,married,university.degree,admin.,no
33900,single,professional.course,technician,no
33901,married,university.degree,admin.,no
33902,married,high.school,admin.,no
33903,married,basic.9y,services,no
33904,single,high.school,services,no
33905,married,high.school,admin.,no
33906,married,basic.9y,blue-collar,
33907,single,high.school,admin.,no
33908,married,basic.6y,blue-collar,
33909,single,professional.course,blue-collar,no
33910,single,basic.9y,blue-collar,no
33911,married,basic.6y,blue-collar,no
33912,married,basic.4y,housemaid,no
33913,married,high.school,services,no
33914,married,basic.4y,blue-collar,no
33915,single,high.school,services,no
33916,married,basic.6y,blue-collar,no
33917,married,university.degree,services,no
33918,single,basic.9y,blue-collar,no
33919,married,high.school,admin.,no
33920,single,high.school,services,no
33921,married,basic.6y,blue-collar,no
33922,single,university.degree,management,no
33923,divorced,basic.6y,blue-collar,
33924,married,high.school,admin.,no
33925,married,professional.course,blue-collar,no
33926,married,basic.9y,blue-collar,no
33927,married,basic.9y,blue-collar,no
33928,married,high.school,admin.,no
33929,single,high.school,blue-collar,no
33930,married,high.school,admin.,no
33931,single,high.school,blue-collar,no
33932,single,university.degree,admin.,no
33933,single,university.degree,admin.,no
33934,married,basic.9y,admin.,no
33935,married,high.school,services,no
33936,divorced,basic.4y,blue-collar,
33937,married,high.school,services,no
33938,single,professional.course,technician,no
33939,single,high.school,technician,
33940,single,basic.9y,blue-collar,no
33941,single,high.school,self-employed,
33942,single,,blue-collar,no
33943,single,basic.9y,blue-collar,no
33944,single,basic.9y,blue-collar,no
33945,single,high.school,technician,no
33946,single,high.school,admin.,no
33947,single,basic.4y,blue-collar,no
33948,married,basic.9y,blue-collar,no
33949,divorced,basic.9y,blue-collar,no
33950,divorced,basic.9y,services,no
33951,single,high.school,student,
33952,single,basic.9y,admin.,no
33953,single,professional.course,technician,no
33954,married,university.degree,admin.,no
33955,single,high.school,admin.,no
33956,single,basic.6y,blue-collar,no
33957,divorced,professional.course,retired,no
33958,single,university.degree,student,no
33959,single,high.school,admin.,no
33960,divorced,university.degree,housemaid,no
33961,single,basic.9y,blue-collar,no
33962,married,basic.9y,blue-collar,no
33963,married,high.school,admin.,no
33964,single,basic.4y,blue-collar,
33965,single,basic.4y,blue-collar,
33966,single,professional.course,technician,no
33967,married,university.degree,admin.,no
33968,single,high.school,admin.,no
33969,single,high.school,admin.,no
33970,single,basic.4y,blue-collar,
33971,single,high.school,admin.,no
33972,married,basic.9y,blue-collar,no
33973,single,university.degree,technician,no
33974,married,basic.9y,management,no
33975,single,basic.9y,services,no
33976,married,university.degree,unemployed,no
33977,married,basic.4y,blue-collar,
33978,single,basic.4y,blue-collar,no
33979,single,basic.6y,blue-collar,
33980,married,basic.4y,blue-collar,no
33981,married,basic.4y,housemaid,
33982,single,basic.4y,blue-collar,no
33983,married,university.degree,technician,no
33984,single,basic.6y,blue-collar,
33985,single,university.degree,admin.,no
33986,divorced,basic.4y,blue-collar,no
33987,married,basic.9y,blue-collar,no
33988,single,high.school,technician,no
33989,single,high.school,blue-collar,no
33990,single,high.school,services,no
33991,single,high.school,admin.,no
33992,single,university.degree,admin.,no
33993,single,high.school,services,no
33994,married,professional.course,technician,no
33995,married,basic.6y,blue-collar,no
33996,married,university.degree,management,no
33997,married,basic.9y,admin.,no
33998,single,high.school,services,no
33999,married,basic.6y,blue-collar,no
34000,married,university.degree,retired,no
34001,married,basic.6y,blue-collar,no
34002,married,basic.9y,blue-collar,no
34003,married,university.degree,blue-collar,no
34004,married,university.degree,entrepreneur,no
34005,married,basic.6y,blue-collar,no
34006,married,basic.6y,technician,no
34007,single,basic.4y,blue-collar,no
34008,married,university.degree,admin.,no
34009,single,high.school,technician,no
34010,married,basic.6y,blue-collar,no
34011,married,professional.course,technician,no
34012,single,professional.course,management,no
34013,single,professional.course,technician,no
34014,single,high.school,admin.,no
34015,married,basic.9y,services,no
34016,single,professional.course,technician,no
34017,married,basic.6y,admin.,no
34018,married,high.school,services,no
34019,married,basic.9y,blue-collar,no
34020,married,high.school,services,no
34021,divorced,,blue-collar,no
34022,married,basic.4y,unemployed,
34023,divorced,basic.9y,blue-collar,no
34024,married,basic.4y,blue-collar,no
34025,married,high.school,blue-collar,no
34026,divorced,high.school,blue-collar,no
34027,single,university.degree,admin.,no
34028,married,high.school,admin.,no
34029,married,high.school,services,no
34030,single,basic.9y,blue-collar,no
34031,married,high.school,blue-collar,no
34032,married,high.school,blue-collar,no
34033,single,basic.6y,retired,
34034,divorced,high.school,blue-collar,no
34035,divorced,university.degree,admin.,
34036,single,university.degree,admin.,no
34037,married,university.degree,entrepreneur,no
34038,single,university.degree,blue-collar,
34039,single,high.school,admin.,no
34040,single,high.school,unemployed,no
34041,single,basic.9y,blue-collar,no
34042,married,basic.4y,blue-collar,no
34043,single,high.school,admin.,no
34044,divorced,high.school,blue-collar,no
34045,married,high.school,admin.,no
34046,married,basic.6y,management,
34047,single,high.school,unemployed,no
34048,single,high.school,blue-collar,no
34049,single,high.school,admin.,no
34050,married,,blue-collar,
34051,married,basic.9y,blue-collar,
34052,divorced,basic.4y,blue-collar,no
34053,married,basic.9y,self-employed,no
34054,single,university.degree,student,
34055,married,basic.4y,blue-collar,
34056,single,university.degree,admin.,no
34057,married,basic.9y,blue-collar,no
34058,married,basic.9y,blue-collar,
34059,married,university.degree,management,no
34060,married,university.degree,management,no
34061,divorced,basic.9y,blue-collar,no
34062,single,basic.9y,blue-collar,
34063,married,professional.course,technician,no
34064,married,basic.4y,blue-collar,no
34065,married,basic.9y,blue-collar,no
34066,single,basic.6y,services,no
34067,single,high.school,services,no
34068,married,high.school,admin.,no
34069,married,basic.4y,blue-collar,no
34070,married,basic.9y,self-employed,no
34071,married,basic.9y,technician,no
34072,married,basic.9y,blue-collar,no
34073,single,university.degree,admin.,no
34074,married,basic.6y,blue-collar,no
34075,married,university.degree,admin.,no
34076,single,university.degree,self-employed,no
34077,single,basic.9y,blue-collar,no
34078,single,basic.6y,blue-collar,
34079,married,basic.6y,blue-collar,no
34080,married,university.degree,management,no
34081,divorced,university.degree,admin.,no
34082,single,university.degree,admin.,no
34083,married,high.school,admin.,
34084,single,university.degree,blue-collar,no
34085,married,basic.9y,blue-collar,no
34086,divorced,university.degree,management,no
34087,married,high.school,blue-collar,
34088,married,university.degree,admin.,no
34089,married,,blue-collar,no
34090,married,high.school,services,no
34091,single,high.school,admin.,
34092,single,high.school,services,no
34093,single,high.school,services,no
34094,single,university.degree,admin.,no
34095,divorced,high.school,technician,no
34096,single,professional.course,technician,no
34097,married,basic.9y,blue-collar,no
34098,single,high.school,services,no
34099,single,professional.course,blue-collar,no
34100,married,high.school,blue-collar,no
34101,married,high.school,technician,no
34102,single,high.school,services,no
34103,single,professional.course,technician,no
34104,divorced,basic.9y,blue-collar,no
34105,married,university.degree,services,no
34106,married,basic.9y,housemaid,no
34107,married,basic.9y,blue-collar,no
34108,married,high.school,admin.,no
34109,single,university.degree,entrepreneur,no
34110,married,basic.4y,blue-collar,no
34111,married,high.school,housemaid,no
34112,single,basic.9y,blue-collar,no
34113,single,university.degree,admin.,no
34114,married,basic.9y,blue-collar,no
34115,married,university.degree,admin.,no
34116,married,basic.9y,blue-collar,no
34117,divorced,basic.9y,blue-collar,no
34118,married,high.school,admin.,no
34119,single,high.school,admin.,no
34120,single,basic.9y,blue-collar,
34121,single,professional.course,technician,no
34122,married,university.degree,entrepreneur,no
34123,married,basic.9y,entrepreneur,no
34124,married,basic.4y,housemaid,
34125,single,high.school,services,no
34126,single,university.degree,blue-collar,no
34127,single,professional.course,technician,no
34128,married,university.degree,management,no
34129,married,high.school,services,
34130,married,professional.course,technician,no
34131,married,high.school,blue-collar,no
34132,married,basic.9y,blue-collar,
34133,single,high.school,technician,no
34134,married,basic.9y,blue-collar,
34135,married,basic.6y,blue-collar,no
34136,single,basic.9y,blue-collar,no
34137,single,high.school,services,no
34138,single,basic.4y,blue-collar,no
34139,single,professional.course,technician,no
34140,married,university.degree,admin.,no
34141,married,basic.6y,blue-collar,
34142,single,basic.9y,blue-collar,no
34143,divorced,basic.9y,blue-collar,no
34144,single,high.school,services,no
34145,married,high.school,blue-collar,
34146,married,high.school,services,no
34147,divorced,basic.6y,unemployed,no
34148,single,professional.course,technician,no
34149,married,professional.course,blue-collar,
34150,divorced,professional.course,retired,no
34151,married,basic.4y,blue-collar,no
34152,married,basic.9y,services,no
34153,married,basic.6y,blue-collar,no
34154,divorced,basic.9y,unemployed,no
